title,clickbait
"Ibrahim Ferrer, Cuban singer, dies at 78",0
"Post-mortem examination reveals Stephen Gately ""died of natural causes""",0
"Hser Nar Moo, missing Utah girl, found dead",0
"Scuderi, an Unlikely Savior, Emerges for the Penguins",0
Stabbing at Massachusetts high school leaves one dead,0
European Union to fund scheme to reduce aircraft emissions and noise pollution,0
F.B.I. and States Vastly Expand DNA Databases,0
Leipheimer Wins Third Consecutive Tour of California,0
Toronto transit union threatens strike for Monday,0
"Boeing Expects Layoffs to Total 10,000 in 2009",0
A Fitting Time to Honor Mentor of Ashe and Gibson,0
Empty Tents at Open Signal Decline in Corporate Spending,0
Serbian goal keeper debuts in Croatian football club Rijeka,0
Human rights group alleges U.S. prison ships,0
"Sri Lankan War Nears End, but Peace Remains Distant",0
US Secret Service officer arrested during prostitution sting,0
Ellen M. Iseman: Finding Our New Home in Yankee Stadium,0
Charlie the smoking chimpanzee dies aged 52,0
Second Longtime Director Resigns at Bank of America,0
G.M. Exits Venture With Toyota at California Plant,0
UK's XL Leisure Group enters administration,0
"Truck carrying explosives crashes, explodes in Utah",0
Charles Taylor to Speak at War Crimes Trial,0
US Chief Justice John Roberts hospitalized,0
"Obama, Visiting G.O.P. Lawmakers, Is Open to Some Compromise on Stimulus",0
New Here? Let the Phone Show You Around,0
Eldest son of Khadr family denied bail; purchased weapons for Afghan militants,0
"Zimbabwe's election delay could have 'serious implications', warns UN Secretary-General",0
U.S. Congressman Jason Altmire comes out against SOPA,0
Heavy rains start in central and southern Chile while aftershock takes place,0
CNN typo mixes up prospective U.S. presidential candidate with Osama bin Laden,0
New study shows children's perception of rainforest wildlife,0
"The Naming of Swine Flu, a Curious Matter",0
Jurors Acquit Kansas Doctor in a Late-Term Abortion Case,0
What Red Ink? Wall St. Paid Fat Bonuses,0
"UBS to Cut 7,500 More Jobs After $1.8 Billion Loss",0
Texas executes Mexican-born killer despite international appeals,0
"Defending World Skating Title, Germans Take Pairs Lead",0
Trapped journalists in Libya freed,0
European oil companies stop trade with Iran,0
Fiat Nearing a Deal for Chrysler Stake,0
St Paul's cathedral to shut down following 'Occupy' protest,0
CanadaVOTES: CHP candidate Stefan Jetchick in Louis-Hébert,0
"New York area blog spawns book deal, NBC sitcom",0
Report on Gene for Depression Is Now Faulted,0
NGOs in Taiwan to promote carbon-decreasing movements in different sectors before Earth Day,0
Luxembourg head of government resigns after eighteen years,0
Freddie Mac Executive Found Dead,0
Russian Ksenia Sukhinova crowned Miss World 2008,0
No. 8 Marquette Sends Notre Dame to Fourth Straight Loss,0
Earnings Decline 35% at Halliburton,0
The Latest Precocious Teenager Loses,0
Gift of footballs from United States offends Afghans inadvertently,0
Australia's Governor-General cuts trip short over looming election,0
A $1.33 Trillion Drop in New Worth in First Quarter,0
Afghan protestors shot after mosque raid sparks anger,0
Nebraska teacher sentenced to 6 years for sex with student,0
Texas A&M Makes Quick Work of B.Y.U.,0
Chile announces official list of players for South Africa Football World Cup,0
Al-Qaeda warns Saudi Arabia of attacks,0
"Car bomb kills at least three in Dagestan, Russia",0
Astros defeat Cardinals in second game of NLC,0
Fehr Says Union Called to Have 2003 Drug Tests Destroyed,0
Refugees From Region in Pakistan Trickling Home,0
Study Finds Immigration Courtrooms Backlogged,0
British schools to inform parents of overweight children,0
"China, France attempt to repair relations in wake of protests",0
Final match of the Chappell-Hadlee trophy washed out in Brisbane,0
Former Australian PM attacks parliament on apology to the Stolen Generations,0
"On Business, Eyes Peeled for Fliers of Another Sort",0
"Poll: Arabs discouraged by US policies, back nuclear-armed Iran",0
Three battalions of the Royal Irish Regiment to disband as part of NI peace process,0
A Clocker Is Waiting for a Derby Workout That Stops Time,0
Longtime New York radio reporter found stabbed to death,0
Indiana businessman held hostage in Iraq,0
"In Minnesota, a Battle Without End for a Senate Seat",0
John Edwards endorses Barack Obama,0
Thai Prime Minister dissolves parliament and calls elections,0
"Harlan Ellison sues CBS-Paramount, WGA over Star Trek royalties",0
European Start-Ups Take a Bet on Air Taxis,0
"Nokia Plans 1,700 Job Cuts as Sales Slow",0
U.S. government proposes removing Yellowstone grizzlies from endangered species list,0
Spanish police arrest 66 in child pornography raid,0
"Brazil's Embraer plans to cut around 4,200 jobs",0
Tour de France: Alexander Vinokourov fails blood test,0
2008 Taiwan presidential election: First official debate with citizen journalists' participation,0
250 Young Quakers to light up lake,0
"MS-13 gang threatens the Arizona ""minutemen""",0
Airbus A380 safety test injures 33,0
US Senator Robert Byrd dies at age 92,0
"Facebook hired PR firm to discredit Google, reveals leaked correspondence",0
US economist tells Portugal to seek bailout,0
Utah State Keeps Winning With Little Fanfare,0
CanadaVOTES: NDP candidate Max Lombardi running in Cambridge,0
Victorian Premier unveils plan for world's largest solar plant,0
Discovery Space Shuttle Launch scheduled for July 13,0
"Ukrainian president Yushchenko dismisses PM, cabinet",0
Officials Set Timetable for Getting Particle Collider Back on Track,0
"Fire breaks out in Ku-ring-gai Chase National Park, Australia",0
Layers of Armed Forces Wielding Power of Law,0
FBI raids creator of fake boarding pass generator,0
Australia in a good position after first day of Adelaide test match,0
"Australian offshore drilling rig leaks oil, could take weeks to plug",0
Russian Businessman Viktor Bout Accuses D.E.A. Agents in Extradition Fight,0
Australia flash flooding traps thousands,0
"One dead after motorcycle and car collision in Guernsey, Channel Islands",0
Merv Griffin dies at 82,0
A Settlement Appears Likely in UBS Tax Case,0
Standoff at Islamabad mosque claims at least 9 lives in Pakistan,0
Madeira storm kills at least 42,0
"Bus crashes into shop in Cardiff, Wales",0
New South African Leader Emphasizes Continuity in Cabinet Lineup,0
2010 Komen St. Louis Race for the Cure becomes world's largest Komen race,0
Pakistani Charged in Mumbai Assault,0
United States charges eleven in credit card fraud case,0
Malawi President pardons jailed gay couple,0
US Army to court martial soldier over three Afghan murders,0
English actor Norman Painting dies at age 85,0
Randy Johnson Has Lost a Little Off His Fastball but Not His Reputation,0
Texas authorities obtain DNA from jailed FLDS leader Warren Jeffs,0
Thirteen arrested in connection with Baghdad bombings,0
US undergraduate commits suicide after 'outing' via webcast,0
Five Detained After Cairo Bomb Blast,0
German Social and Christian Democrats agree on new government,0
Duke upset by FSU,0
Some Fans Feel Citi Field Ignores the Old Mets,0
A Strong Week   Ends on Down Note,0
Liz Claiborne Looks for a Mizrahian Lift,0
Indian Army celebrates Victory Day on 35th Anniversary of Bangladeshi Liberation,0
European parliament says NO to software patents,0
Former White House press secretary Robert Gibbs may work for Facebook,0
Taliban Truce Seems in Flux in Pakistan,0
"Hunted by Puma, It Flees, but Against Fox, It Fights",0
United States re-elects Barack Obama,0
Skype apologises after service goes down for hours,0
"Utilities Turn Their Customers Green, With Envy",0
Court Appears Poised to Rewrite Campaign Spending Rules,0
Sources: State Department official source of Plame leak,0
Obama Defends Agenda as More Than Recession,0
Sprinter Allan Davis wins the Tour Down Under,0
Several police officers killed in suicide bombing in Afghanistan,0
Australian Treasurer told to 'try harder on welfare',0
The Universal Remote Dormant in Your Smartphone,0
Young Norwegian Boasson Hagen Rides Like  Veteran in First Giro,0
North Korea shuts down nuclear reactor,0
Zimbabwean opposition leader rejects calls for power sharing talks,0
"Connecticut Beats Marquette, Giving Calhoun 800th Victory",0
World Bank Sees Slump in Russia Worsening,0
Turkey sends thousands of troops into northern Iraq,0
Tarantino wades through Manila floods,0
FBI investigates AT&T security breach,0
Maker of BlackBerry Posts 33% Profit Increase,0
Leaders Say Obama Has Tapped Pastor for Outreach Office,0
G.M. Lowers 2009 Outlook for All U.S. Auto Sales,0
"Behind Red Tides, the Swimming and Shape of Plankton",0
"Waiting for Madoff, Angry Crowd Is Disappointed",0
Number of breaches during New Zealand's end of year exams,0
"After Drubbing, U.S. Will Face  Dutch in World Baseball Classic",0
"Despite Profit Decline, Optimistic Words at Nokia",0
Double car bombing attack in Mosul kills 26,0
NASCAR: Kurt Busch wins 2011 Budweiser Shootout,0
Didier Drogba withdraws from Cote D’Ivoire national football team,0
"Karl Rove, senior political advisor to President Bush will resign",0
Chinese Hostages Freed in Iraq,0
"Document reveals U.S., Taliban discussed bin Laden assassination",0
19 South Koreans return home after release from Taliban captivity,0
Policeman killed in football-related violence in Italy,0
Job Losses Push Safer Mortgages to Foreclosure,0
Gannett Plans to Furlough Employees for a Week,0
New Search Technologies Mine the Web More Deeply,0
"Gunman Was Suspect in Rape, Police Say",0
Russian pilot crashes in Lithuania,0
Croatian singer beaten in Belgrade,0
Former Costa Rican president sentenced to jail on charges of corruption,0
Balancing Needles and Cigars,0
League table of world universities published: top three from USA,0
Iraq Warily Moving Ahead on Oil Contracts,0
New Hands-Free Headsets From Plantronics and Aliph,0
"Ailing, Mickelson Outplays Watney in Final Round at Doral",0
Prisoners escape from Afghan jail after Taliban attack,0
Omnifone Nears Broadband Music Service in Europe,0
Second stone circle found one mile from Stonehenge,0
Officers accused of framing men for murder in UK's 'biggest' trial of police,0
Kyrgyzstan votes on referendum for new constitution,0
Bravitude climbing fast on Google,0
World War II veteran regains use of second eye after freak accident,0
Former U.S. governor Palin signs TV deal with Fox News,0
"Villanova Upsets Pittsburgh, and Providence Beats Syracuse",0
Peter Capaldi named twelfth Doctor Who,0
163 dead after lead poisoning in Nigeria,0
Fossett set to recreate first non-stop trans-Atlantic flight,0
Intel's offices across the EU raided,0
"Wikinews interviews Kent Mesplay, Green Party presidential candidate",0
BBC broadcasts first live episode of EastEnders,0
US satellite radio provider Sirius unveils portable player,0
"2008 YODEX: The first-ever ""Wow! Taiwan Design Competition"" announced",0
Wikinews interviews Prince Christopher I of the Principality of Vikesland on his micronation's recent space launch,0
Bob Barker to retire as host of U.S. gameshow The Price Is Right,0
Report: quarterback Michael Vick won't plead guilty to killing dogs,0
"New regional jet takes off from St. Petersburg, Russia",0
Australian government commits AU$60 million to cut greenhouse emissions,0
14 killed in Russian bus-truck collision,0
U.S. Rep. Conyers raises Bush censure issue,0
Astronauts Let Go of Refurbished Hubble,0
"Crane levels New York City townhouse, leaving 4 dead",0
First television channel in Esperanto launches online,0
"Second Bangkok airport closed, protests continue",0
Drop in Net Income and a Warning From U.P.S.,0
Billionaire philanthropist Leonore Annenberg dies at 91,0
Author Amy Scobee recounts abuse as Scientology executive,0
Halliburton's KBR awarded half billion dollar repair contract for Gulf Coast Navy facilities,0
"Citing Cost, States Consider Halting Death Penalty",0
U.S. Republican Party television ad bashes Canada,0
Quebec's Liberal premier Jean Charest wins third term,0
Qantas Airways Sharply Cuts Annual Profit Forecast,0
Canadian theatre producers sentenced for fraud,0
Election complaint against Fred Thompson,0
24 Gang Leaders and an Intervention Specialist Are Indicted,0
A Combative Trial in Colorado as a Controversial Ex-Professor Seeks to Win Back His Job,0
A Disruptive Venture Capitalist Shakes Up a New Field,0
Should Design Be Held Back by a Tyranny of Data?,0
Three killed in Tennessee vehicle crash,0
CIA contractor released from Pakistan,0
Chinese Mine Disaster Ends With 74 Dead,0
"Skip the Newspaper, Save the Planet?",0
Windows 7 gets 'early release' in China; software pirates beat Microsoft to the punch,0
South Koreans Express Fatigue With a Recalcitrant North,0
"Egyptian Political Dissident, Imprisoned for Years, Is Suddenly Released",0
Reporter Jailed in Iran Passes Week on Fast,0
Moldovan premier invites Romanian counterpart to pipeline start,0
Fossilized remains of small dinosaur rediscovered in Canada,0
Canada's Conservatives launch new ad campaign,0
Four Pakistani policemen shot dead,0
Demonstration in Hong Kong denounces WTO,0
"With arrival of rainy season, perennial scramble in Zimbabwe for seed, fertilizer",0
Alleged Bush-Blair Al-Jazeera bombing transcript leaked,0
Australians Rage Against Arson Suspect,0
Ethiopians vote amid opposition charges of fraud,0
Uganda introduces anti-homosexual legislation,0
"Man killed in harbour car crash in Cornwall, England",0
Hepatitis scare at New Zealand McDonald's restaurant,0
"'Enough, enough, enough, enough': 1700 women march against mass rape in DR Congo",0
Jenson Button wins Hungarian Grand Prix,0
"Tamil Nadu Elections: DMK, AIADMK promise freebies",0
U.S. EPA submits 2003 greenhouse gas inventory to U.N.,0
Amazon Rights Error After Tweet-Rage on Twitter,0
Rising Calls to Regulate California Groundwater,0
"Massachusetts man charged with conspiring to attack US mall, kill Iraq troops",0
Freddie Starr arrested as part of Savile child sex inquiry,0
Scottish singer Jai McDowall wins fifth Britain's Got Talent series,0
South Africa Bars Dalai Lama From a Peace Conference,0
Uzbeks fleeing across border to seek refuge,0
Australian Prime Minister announces new cabinet,0
Moderate Is Said to Be Pick for Court,0
13 Big Equity Firms Pledge to Invest Responsibly,0
Microsoft launches its anti-piracy campaign in the United States,0
Red Cross reveals it told U.S. officials about Koran disrespect on multiple occasions,0
Getting a Glimpse of the Lighter Side of A.J. Burnett,0
Austrian students protest new government's student fees plan,0
ALA observes banned book week,0
"As Troops Enter Gaza City, Israel Sees an Opening",0
Fire and explosions kill at least 30 at Iranian chemical factory,0
"Biological Encyclopedia website too popular on first day, crashes",0
"Peter Chernin, Its President, Leaving News Corp.",0
Soccer in the U.S. Is Still Waiting for Its Moment,0
"As Oil and Gas Prices Plunge, Drilling Frenzy Ends",0
Increased tension in border dispute between Eritrea and Ethiopia,0
Fiji girls missing; feared dead,0
30 people die in bombing in northwestern Pakistan,0
A Calmer Iraq Takes Another Try at the Ballot,0
"As Mexico Border Tightens, Smugglers Take to Sea",0
Kenyan court jails seven pirates for 2009 attempted hijack of Maltese ship,0
Pakistani journalist found dead in home,0
Bomb blast damages buildings in Athens,0
Seventy arrested after fight in Moscow,0
Winning British EuroMillions lottery ticket worth £56 million claimed,0
Four miners trapped in Ecuador mine,0
Lower Oil Prices Hurt ConocoPhillips Earnings,0
Slovenian cyclist Jure Robič dies in traffic accident aged 45,0
Visa Posts Better-Than-Expected Profit Results,0
Pakistani Military Launches Airstrikes on Taliban Strongholds,0
Obama Confronts a Choice on Copters,0
Gastric bypass surgery performed by remote control,0
Ed to wed: UK Labour leader Miliband announces engagement to Justine Thornton,0
Kimi Räikkönen wins 2007 French Grand Prix,0
"Vietnam fishing vessel sinks in South China Sea, 27 missing",0
Bringing Up a 'Baby' Rolls-Royce,0
Rokot launches three Gonets satellites,0
"Cargo plane crashes in Dubai, two dead",0
"Poker's all about luck, says Swiss Supreme Court",0
N. Korea Issues Threat on Uranium,0
Atomic Agency Examines Candidates to Replace ElBaradei,0
Security firm identifies United States as world's top spamming country,0
Deceased Indonesian man had suspected case of bird flu,0
Jeff Gordon wins the 2011 Subway Fresh Fit 500,0
Afghan Women Protest New Law on Home Life,0
Huge star cluster discovered in neighbourhood of Milky Way,0
2008 Taipei Game Show review: Variations differ from past years,0
Six dead after shooting spree in Belgorod,0
Earthquake shakes Athens,0
Media reports exaggerate cell phone cancer risk,0
Civil War Site Coming Back After Storms,0
Brazil Expands Investment in Offshore Drilling Projects,0
Twin car bomb kills 20 in Iraq,0
"Netanyahu Backs Palestinian State, With Caveats",0
U.S. and China in trade dispute,0
Years of International Herald Tribune Articles Disappear,0
Israeli shelling on UN school on the Gaza Strip kills six,0
China to launch second space mission in October,0
Russian Uranium Sale to U.S. Is Planned,0
Bomb Blast Kills Tourist in Cairo,0
US air carrier Spirit Airlines announces $45 carry-on baggage fee,0
Long-Lost Lincoln Letter Is Returned to Archives,0
UN 'optimistic' on tsunami aid effort,0
Tech Mahindra Wins Bid to Control Satyam,0
US trade deficit soars to new high of US$61.04 billion,0
"Katharine Close, 13, wins Scripps National Spelling Bee",0
Israelis Cede More Control of West Bank Security,0
Public Pension Managers Rethink Hedge Fund Ties,0
Anglo American Rejects Merger Bid by Mining Rival,0
"Before Kentucky Derby History Along the Rail, a Partnership Began in a Bar",0
CanadaVOTES: CHP candidate Pastor George D. Campbell running in Dartmouth—Cole Harbour,0
New Jersey jury clears man of five murders over 1978 teens' disappearance,0
British oceanliner QE2 makes final journey home,0
US congresswoman Gabrielle Giffords shot at Arizona supermarket,0
"If Automakers Shed Pensions, Others May Follow",0
"After Megamerger with Wyeth, Pfizer Gets to Work",0
Gates pledges $600 million for Global Plan to Stop Tuberculosis,0
Recession Drains Social Security and Medicare,0
Former WWE superstar Jeff Hardy arrested on major drug charges,0
Pirates capture Saudi oil tanker,0
Ex-Lehman Trader Guilty of Fraud Charges,0
Record Deliveries Help Airbus Parent Post Profit,0
Recall in Kansas City Fails,0
Drug Tie Seen to Protests in Mexico,0
Mesmerizing Barcelona Beat Manchester United With Style in Champions League Final,0
Suicide Bomber Kills 30 in Baghdad Pilgrimage Attack,0
Pakistan's intelligence agency said to support Taliban,0
Discovery docks with International Space Station,0
Filesharing software distributor LimeWire ordered to close by court,0
Avalanche in Canadian Rocky Mountains kills two,0
Paramilitary group calls for end to rioting in Northern Ireland,0
North Korea Is Said to Test-Fire 3 More Missiles,0
45 killed after Yemen protesters fired upon,0
New Zealand Music Month kicks off for 2008,0
England's Football Association complains over missed goal,0
Astronomers discover large exo-solar system,0
Edmonton prison conflict wounds eight,0
"Synthes, Medical Device Maker, Accused of Improper Marketing",0
No-confidence vote initiated against Romanian cabinet,0
Wimbledon Officials receive criticism from animal rights group after shooting birds,0
Bombing in Iraq kills US Marines and civilians,0
"Flash floods kill over a hundred in India, 500 missing",0
Suicide bombers kills 31 in Pakistan,0
Venture Capital Investment Sinks to Lows Not Seen Since 1997,0
Australia's million-dollar-a-month Nauru detention centre for two refugees,0
"Outlook for Luxury Goods Grim, One Maker Says",0
Tropical Storm Irene passes over New York,0
Plane crash in Congo kills at least 70,0
American Alpine ski racer James Heuga dies at age 66,0
Violence in Iran increases,0
Maryland Strikes a Blow for the A.C.C.,0
England and Wales Director of Public Prosecutions to seek bomb plot retrial,0
Controversial Brazilian dam gets preliminary approval,0
Leipheimer Can Only Watch as Astana Teammates Move On,0
"Knicks Need a Point Guard, but Picking Eighth, Who Knows?",0
Amy Winehouse wax model unveiled,0
"As Workers Die at Work in Italy, a Call for Change",0
High-Flying Dwight Howard Rattles the Cavaliers,0
N. Carolina Routs Virginia; Next: Top-Ranked Connecticut,0
Knicks May Lose Gallinari for Season,0
Data Shows Deepening of Slump in Europe,0
U.S. Soldier Kills 5 of His Comrades in Iraq,0
Two more found guilty in 1993 Mumbai blasts case,0
TV Land Tries to Spice Things Up With Reality Show,0
Zimbabwe prepares for election,0
KJ Noons stripped of EliteXC Lightweight Title,0
Posted deadlines for Christmas delivery,0
New report details strain on US Army,0
China's economy surpasses Japan's in second quarter,0
"FBI recruits for ""War on Porn""",0
Somali pirates agree to release Egyptian ship with fertiliser cargo and 28 crew,0
"Lordi horror movie receives 300,000 euros of Finnish government funding",0
Generic Tamiflu in India,0
"Report: 50,000 American casualties in Iraq",0
Colorado counties consider forming new U.S. state,0
Lebanese-Syrian meetings reach full withdrawal accord,0
Saudi Arabia resumes livestock trade with Somalia,0
"UEFA Champions League: April 2, 2008",0
Cuomo Wins Ruling to Name Merrill Bonus Recipients,0
IPCC claims about Himalayan glaciers were not based on science,0
Wagoner Retains His Optimism as He Bows Out,0
Albany Bars Placement Agents for Pension Fund,0
World's first double arm transplant undertaken in Munich,0
Pennsylvania cop on trial for allegedly murdering girlfriend's estranged husband,0
"Wikinews interviews Juana Bustamante, Chilean earthquake survivor from Paniahue",0
Tensions rise between North Korea and United States,0
Ants Adjust Foraging So the Colony Eats Right,0
Mountaineers 'Climb Up' for AIDS funding,0
New insulin-resistance discovery may help diabetes sufferers,0
Louisiana officials accused of blocking rescue volunteers,0
"Wales win Grand Slam, RBS Six Nations and the Triple Crown",0
"Banks Have Raised Billions Since Test, Geithner Says",0
Allotting of Iraqi Oil Rights May Stoke Hostility,0
Keeping Pitchers Under Thumb at World Baseball Classic,0
ITMS Canada launched,0
Adding Up the Toll of a Longer Season,0
"Bristol Harbour Festival 2008 lauched, 200 thousand expected to attend",0
"NASCAR: Edwards wins O'Reilly Auto Parts Challenge, Brad Keselowski clinches Nationwide Series",0
Doping Rules Vague About New Medical Procedure,0
Two-minute silence for London bombings marked across the EU,0
"Kosovo Ex-Premier, Agim Ceku, Is Arrested in War Crimes Case",0
Pressure mounts against Florida church plans to burn Qur'an,0
Oil prices fall as reserves are released,0
Coca-Cola Considers Buying Back Shares,0
Obama expands Bush's faith-based initiatives,0
Bank of America Sells Stake in Chinese Bank,0
S. Korean President Reshuffles Cabinet,0
"Run the Refinancing Numbers, Then Run Them Again",0
Lucas Glover Wins U.S. Open With Unlikely Poise,0
Where Old Airplanes Go to Die,0
Former Taiwanese president jailed for life on corruption charges,0
Australia Ends Ban on Shorting Financial Stocks,0
Aging of Water Mains Is Becoming Hard to Ignore,0
"For Coaches, Recruiting Top Players Can Have a Dark Side",0
"Washington, D.C. sniper John Allen Muhammad executed by lethal injection",0
Italy urges pilgrims to avoid Rome city centre for Pope funeral,0
"1,100 evacuated due to massive Halifax brush fire",0
Fires at Baxter Immigration Detention Centre in South Australia,0
US President Bush meets with Canadian and Mexican leaders,0
Use of Web Tracking Tool Raises Privacy Issue in Britain,0
Canadian light aircraft stolen; Wisconsin State Capitol evacuated,0
Jet Goes Down in Indian Ocean With 153 Aboard,0
Seven Moroccans killed in bus crash in central France,0
45 Centrist Democrats Protest Secrecy of Health Care Talks,0
Deer and other animals found dead at Ball State University,0
West Virginia Upsets No. 12 Georgetown,0
World’s largest ice 'Father Christmas' built in China,0
Australia announces plans to close five mainland refugee detention centres,0
BBC reporters arrested in Iran on suspicion of espionage,0
Capitals Return to Peak Form,0
"As Detroit Struggles, Foundations Shift Mission",0
Study Looks at Mortality in Post-Soviet Era,0
Gallup poll: Islamophobia prevalent in United States,0
Takeover of Belgian Bank Ignites Anger at Meeting,0
Canada and Newsweek Seek Release of Reporter Detained in Iran,0
Officer dies after accident in President Bush's motorcade,0
Plan to Kill Lions to Protect Deer,0
Rachel Alexandra to Face Colts In Haskell,0
German Football: Lahm signs contract with Bayern Munich until 2012,0
Australian state of Queensland will go to the polls on March 21,0
Churches and Envoy Attacked in Iraq,0
"Ninth World Games open in Santiago de Cali, Colombia",0
Canadian military accused of Agent Orange cover up,0
San Francisco's Green Party endorses Cindy Sheehan in bid against Speaker Pelosi,0
Obama Tries Out His Dexterity in the World Cup,0
Senate Scraps Automatic Raise,0
"Fremantle defeat Sydney, qualify for 2013 Australian Football League Grand Final",0
Public health officials advise on rising flu levels in Texas 2013/2014 season,0
"For Some in Crowd, a Day of Cold and Confusion",0
Police: Austrian children kept in dungeon were in 'oppressive' conditions,0
NASCAR: Tony Stewart wins 2010 Pepsi Max 400,0
"In Moscow, an Attempt to Wed Pushes Gay Rights",0
HIV-positive man receives 35 years for spitting on Dallas police officer,0
Large Hadron Collider reaches milestone,0
World-record wind speed confirmed,0
American-born terrorist gets 24 years,0
Investigation launched after two military aircraft nearly collide with passenger airliner,0
Republicans Press Judge About Bias,0
Vanessa Hudgens publicist makes apology about nude photo incident,0
U.S. Begins Third Effort to Convict 6 in Terror Case,0
Vodafone buys Connex and Oskar,0
Cellphone Abilities That Go Untapped,0
Religious broadcaster Pat Robertson warns Pennsylvania town of disaster,0
Regulators Zero in on Risks of Airbus Sensors,0
International controversy over UN declaration to stop anti-homosexuality legislation,0
"Wikipedia and sister projects prepare new, easier interface",0
British Newspaper Says It Caught Lords Offering to Lobby for a Fee,0
Crude oil prices reach one-year high,0
African refugees allege forced labour by Turkish police,0
U.S. House vote forced on immediate pullout of troops in Iraq,0
Connecticut becomes third U.S. state to allow same-sex civil unions,0
Scientists confirm new superheavy element,0
Bush addresses nation on economic crisis; Congress debates bailout,0
"Fear and loathing on the campaign trail, October 2008",0
"Jenson Button wins 2009 Australian Grand Prix, Brawn teammate comes second",0
Fourteen dead in two attacks in Somalia,0
Relations Warms Between Russian Orthodox Church and Vatican,0
Saddam Hussein admits to requesting trials,0
Tornadoes rampage through Mississippi,0
Business Graduates Looking Beyond Wall Street,0
New drawing by Leonardo Da Vinci found,0
Publishers seek injunction against Google Print,0
Turbulence on Northwest Airlines flight injures 47,0
Bomb threat delayed an Air France flight to Paris days before Flight 447 crashed,0
"Man calls for seizure of Justice Souter home, under eminent domain ruling",0
Obama renominates Bernanke as US central banker,0
A Promise to Be Ethical in an Era of Immorality,0
"Europe hit by storms, 45 deaths reported",0
FDA report criticizes conditions in factory that produced recalled medications,0
BSkyB director joins Setanta,0
"Massa wins 2006 Brazilian Grand Prix, Alonso and Renault win championships",0
British music royalties suffer first ever decrease,0
"Wounded, and Stories of Loss, Fill a Hospital",0
Deadly quake hits southwestern Pakistan,0
Australian Senate Committee recommends formation of Charities Commission,0
Subject of high-profile Italian euthanasia case dies,0
US healthcare bill passes Senate vote,0
Medvedev Visits Newspaper of Slain Journalists,0
New Zealand Takes a Pause in Cutting Rates,0
IMF approves US$1.13 billion loan to Pakistan,0
Obama Urged to Move Swiftly to Rescue Banks,0
Michael Jackson doctor charged with involuntary manslaughter,0
"Ryanair threaten legal action after documentary on fuel policy, safety",0
Chinese Question Police Absence in Ethnic Riots,0
Joseph Kabila declared winner of Congo Presidential election,0
Death toll up to six in Minneapolis bridge collapse,0
"2007 World Deaf Swimming Championships Day 3: ""Bad weather"" and ""New Record Day of Belarus""",0
Seattle homeless advocates arrested for blocking intersection,0
Two-year-old punished in dryer,0
First casualty of French riots reported,0
France Announces $8.5 Billion Plan to Help Struggling Auto Industry,0
11 MPs ejected from Australian parliament,0
Minorities Report Discrimination in E.U. Survey,0
Hundreds of Thousands Protest in France,0
Scientists say that a 'global layer of water' exists on Saturn's moon Titan,0
Tibet Atrocities Dot Official China History,0
Emerging Markets Regain Their Footing,0
Amber alert issued for missing Utah girl,0
Pettitte Meets Prosecutors in Clemens Inquiry,0
Apple cancels NBC Fall TV lineup on iTunes,0
Iraq's UN Envoy accuses U.S. Marines of 'cold blooded murder',0
New Zealand journalist deported from Fiji,0
"Officials: Seventeen insurgents killed in Orakzai, Pakistan",0
"Wikinews interviews Brenton Clutterbuck, candidate for the electorate of Maroochydore at the upcoming Queensland election",0
"Locks Still Flowing 20 Years Later, Ron Duguay Returns to the Ice",0
Hewlett-Packard to expand partnership with SAP,0
"Steelers Arrive, Talking About Short Messages and a Tall Receiver",0
"Davao City, Philippines militant leaders declare victory",0
Lebanese Soldiers Killed in Ambush,0
NASA calls end to Mars Phoenix mission,0
US presidential candidate Barack Obama's lead increases after Democratic National Convention,0
Industry Fears Americans May Quit New Car Habit,0
Argentina Decides to Move Up Its Elections,0
A Shelter That Could Start a Stampede,0
Microsoft Windows metafiles are a vector for computer viruses,0
Iran unveils part of its nuclear program,0
Chinese rioters storm Japanese embassy in Beijing,0
Israel seizes ship claimed to be carrying weapons for Gaza,0
Victoria power grid collapses due to spot fires,0
Thai political talk show taken off during media buyout attempt,0
NHL: Ducks charge to two game lead over Wild,0
Christian youth camp directors charged with dragging 15-year-old girl behind van,0
First encyclopedic dictionary of the Black Sea released,0
A Choice for Drug Czar,0
French fashion designer Yves Saint Laurent dead at 71,0
Steel Industry: Tata buys Corus,0
One killed in University of Oklahoma explosion,0
Cuba sentences USAID worker to fifteen-year prison term,0
Sunderland A.F.C. announce Steve Bruce as their new manager,0
National Rugby League Women in League Round celebrates sons,0
"McCain delays campaign, Obama says continue the debates",0
RU486 debate complicates with amendments posed in Australian House of Representatives,0
Bomb explosions kill several people in central Baghdad,0
Partizan Belgrade kicked out of 2007/08 UEFA Cup,0
Rules may be bent to launch Discovery,0
Lamoureux Twins Give Minnesota a 1-2 Punch,0
Nine killed after bombings in southern Afghanistan,0
Cargo ship Arctic Sea may be found,0
MST attack in Rondonia kills one man,0
2008 Taiwan Designers' Week shows potential of innovations,0
Australian PM says proposed Anti-Terror Laws are Constitutional,0
Bank of Japan Upgrades Its Outlook for Economy,0
Sri Lankan president declares victory over rebels,0
Coming Soon to Your Language: More of the Web,0
Spain's Ibiza airport evacuated after bomb alert,0
Nadal Tames Wind to Win Another Title,0
Pope Admits Online News Can Provide Infallible Aid,0
